"","enddate","sex","quota_age","residency","gensoctrust","trustingroups_1","trustingroups_2","trustingroups_3","trustingroups_4","trustingroups_5","trustingroups_6","trustingroups_7","trustingroups_8","trustingroups_9","trustingroups_10","trustingroups_11","trustingroups_12","trustingroups_13","covidexp","covideffect_1","covideffect_2","covideffect_3","covideffect_4","sars","cultcog_1","cultcog_2","cultcog_3","cultcog_4","cultcog_5","cultcog_6","prosocial","canadaq_1","canadaq_2","canadaq_3","finitepool_1","worrycovid19","finitepool_3","finitepool_4","finitepool_5","finitepool_6","finitepool_7","finitepool_8","longitude_1","longitude_2","longitude_3","personal_1","personal_2","personal_3","personal_4","personal_5","personal_6","personal_7","personal_8","friends_1","friends_2","friends_3","friends_4","friends_5","friends_6","friends_7","friends_8","mediaexp_1","mediaexp_2","mediaexp_3","mediaexp_4","mediaexp_5","mediaexp_6","mediaexp_7","posterstrustq1","socialmediatrustq1","journalisttrustq1","govtrustq1","workplacetrustq1","friendstrustq1","whotrustq1","soughtinfo","prep","govresponse_1","govresponse_2","govresponse_3","govresponse_4","govresponse_5","govresponse_6","govresponse_7","govresponse_8","govresponse_9","govrestrict_1","govrestrict_2","govrestrict_3","sciunderstand","knowledgecert_1","knowledgecert_2","vaccine_1","vaccine_2","num1","num2a","num2b","num3","numeracyq1","demage","demedu","demhealthcare","ethnicmin","politics"
"173","2020-03-23T12:16:50Z",1,2,"DE",3,5,4,3,2,1,2,4,3,2,2,3,3,4,8,5,5,6,1,2,2,5,3,3,4,5,5,4,4,2,3,5,7,7,7,3,4,6,5,3,1,2,7,1,6,5,2,3,7,2,7,2,5,3,1,4,7,2,1,1,1,1,1,1,NA,3,2,4,5,3,5,1,"1,4,5,7",4,2,3,4,6,5,6,6,2,3,3,1,5,5,5,2,2,10,40,NA,NA,1,26,2,2,2,4
"174","2020-03-23T12:17:01Z",1,1,"DE",5,5,3,5,5,3,4,5,5,4,4,5,5,4,8,2,6,6,1,2,1,6,1,1,3,2,6,5,4,1,7,6,3,2,7,2,7,5,6,2,1,2,6,7,5,6,4,4,5,3,3,6,5,6,2,2,6,2,1,1,1,1,1,1,NA,6,5,7,6,2,7,1,"1,2,4,5,7,9,10,11",7,7,7,7,7,6,7,7,7,3,3,4,5,3,6,1,1,30,25,NA,NA,2,19,3,2,1,1
"175","2020-03-23T12:17:09Z",1,2,"DE",3,5,3,4,4,1,2,4,3,1,1,1,3,4,8,2,1,1,7,2,2,6,1,2,6,4,6,4,4,1,1,5,5,7,5,4,1,7,5,1,1,7,5,7,1,2,1,7,4,7,4,5,5,7,1,7,5,2,1,1,1,1,1,1,NA,1,NA,4,3,2,7,1,"1,5,6",1,1,5,4,7,1,5,3,1,1,7,7,5,3,3,1,1,25,NA,0,3,1,33,2,1,2,3
"176","2020-03-23T12:17:20Z",2,3,"DE",2,4,4,3,3,3,4,3,4,4,4,4,3,2,8,4,4,6,1,2,1,5,5,4,4,4,1,4,2,3,4,3,2,1,4,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,3,2,2,3,2,3,3,2,1,1,1,1,2,2,NA,3,3,3,4,NA,NA,1,"1,4,5,6",4,4,4,4,4,4,4,4,4,2,2,2,7,4,4,1,1,30,22,NA,NA,2,40,2,2,2,4
"177","2020-03-23T12:17:21Z",2,3,"DE",3,5,3,4,3,1,1,5,5,2,4,3,4,4,8,1,2,1,1,2,1,6,1,1,5,6,7,5,2,2,7,6,4,6,5,4,5,6,5,2,1,4,3,2,5,5,4,3,3,5,5,5,5,4,5,4,4,2,1,1,1,1,1,1,NA,3,5,7,7,4,7,1,"1,4,6,7,11",7,6,7,6,7,6,7,7,7,4,3,4,6,3,3,1,1,20,10,NA,NA,1,42,3,2,2,5
"178","2020-03-23T12:17:26Z",1,3,"DE",4,3,3,3,3,3,3,3,3,3,3,3,3,3,8,1,1,1,1,2,3,5,3,3,4,3,4,3,3,3,4,3,2,2,5,1,4,2,1,1,1,2,6,3,3,5,1,1,4,1,6,4,4,4,1,1,4,2,2,1,1,1,1,2,NA,NA,4,4,4,4,NA,2,"1,2,4,6,11",6,5,5,4,6,5,5,5,5,4,5,4,5,4,4,1,1,NA,NA,NA,NA,2,35,3,2,2,4
"179","2020-03-23T12:17:28Z",2,4,"DE",5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,1,5,5,5,5,5,5,6,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,"2,7",5,5,5,5,5,5,5,5,5,6,6,6,5,4,4,1,1,75,40,NA,NA,2,54,1,1,1,6
"180","2020-03-23T12:17:36Z",2,4,"DE",1,5,1,4,1,1,1,5,4,4,3,5,1,4,8,1,4,1,1,2,1,6,1,1,4,5,6,5,3,1,7,7,6,6,5,4,6,4,7,4,1,1,3,1,1,2,1,1,4,2,4,1,1,3,1,1,4,2,2,1,1,1,1,1,NA,NA,6,7,7,7,7,2,"1,4,5,6,9,10",7,7,6,4,7,7,6,4,7,4,4,2,6,3,1,1,1,33,10,NA,NA,1,53,1,2,2,3
"181","2020-03-23T12:17:51Z",1,5,"DE",5,5,4,4,3,3,3,4,4,3,4,4,4,4,9,1,2,2,1,2,4,5,1,3,4,4,5,5,3,1,4,7,2,5,4,5,4,4,4,2,1,4,2,3,3,4,4,3,3,3,1,2,2,2,2,2,3,2,1,1,1,1,1,1,NA,3,6,7,7,7,5,1,"1,3,4,6,7,9",6,7,5,5,4,6,6,7,6,4,5,5,5,6,6,1,1,10,30,NA,NA,1,64,2,1,2,5
"182","2020-03-23T12:17:59Z",1,5,"DE",2,4,4,3,4,1,3,4,2,1,1,1,2,3,8,4,6,4,1,2,4,4,5,2,5,5,4,4,2,2,3,2,4,4,5,6,4,6,2,1,1,4,6,4,6,6,4,4,1,4,6,4,6,6,6,4,4,2,1,1,1,1,1,1,NA,2,2,1,5,1,2,1,"11",5,2,2,4,2,3,3,3,6,1,5,7,4,3,7,2,1,80,40,NA,NA,1,57,2,2,2,5
"183","2020-03-23T12:18:03Z",2,2,"DE",5,3,3,4,4,3,3,3,1,2,4,4,4,3,4,2,4,5,2,1,2,2,3,4,4,4,5,3,2,4,4,4,3,2,3,2,5,5,5,3,4,1,5,4,6,5,4,2,3,2,4,5,3,2,3,5,6,1,2,1,1,2,1,2,7,NA,6,5,NA,4,NA,1,"3,7",5,3,5,3,6,4,2,5,3,4,6,3,5,3,5,1,2,10,25,NA,NA,3,27,5,2,1,5
"184","2020-03-23T12:18:11Z",2,2,"DE",1,5,2,3,3,1,1,4,5,4,1,4,5,3,3,6,5,2,1,2,1,6,1,1,6,6,2,4,4,1,5,6,3,4,1,4,4,4,6,4,2,4,6,5,5,6,3,5,6,4,5,5,4,4,3,5,6,1,1,1,1,1,1,1,5,2,4,6,2,5,6,2,"1,4,5,6,7,8,9",6,4,5,6,5,6,6,5,5,1,4,8,5,5,6,1,1,27,16,NA,NA,3,33,2,2,2,4
"185","2020-03-23T12:18:34Z",2,6,"DE",5,5,4,4,4,4,4,5,5,4,4,4,5,4,8,2,2,5,5,2,2,5,1,2,4,5,6,4,3,2,6,6,3,4,4,5,6,5,6,4,2,2,2,2,3,3,4,2,4,3,4,2,4,5,3,2,4,1,1,1,1,NA,1,1,6,5,6,7,NA,6,7,1,"1,4,5,6,8,9,10",7,7,7,7,7,5,6,6,7,2,1,8,6,2,5,1,1,10,30,NA,NA,1,72,2,2,2,4
"186","2020-03-23T12:18:46Z",1,5,"DE",7,5,4,4,4,4,4,4,4,4,4,4,4,4,8,1,1,1,1,2,3,4,4,3,4,4,4,4,3,2,3,3,3,4,4,4,3,4,4,3,1,3,2,2,2,4,2,1,4,2,6,2,2,6,3,2,3,1,1,1,1,1,1,1,7,4,4,4,7,5,7,1,"1,4,5,6,8,9,10",5,3,3,3,6,4,7,4,4,4,4,4,4,4,4,1,1,1,1,NA,NA,2,64,5,2,2,4
"187","2020-03-23T12:19:09Z",1,3,"DE",2,5,3,4,2,1,2,4,3,3,3,2,3,4,8,5,5,4,1,2,2,5,2,2,5,5,4,4,4,3,3,5,4,7,6,6,4,6,3,3,3,5,7,5,6,5,4,5,6,5,6,5,5,5,5,6,5,2,1,1,1,1,1,1,NA,4,4,2,4,4,4,2,"1,2,3,4,5,6",2,1,2,3,3,2,3,3,2,1,2,2,3,7,7,1,1,10,20,NA,NA,1,43,2,1,1,4
"188","2020-03-23T12:19:11Z",1,3,"DE",3,5,2,4,3,2,2,3,3,2,2,3,3,3,9,1,1,6,1,2,3,5,5,1,3,2,6,4,3,1,7,6,4,7,4,7,7,6,4,2,1,2,4,4,2,5,4,2,4,2,4,4,4,4,3,3,4,1,1,1,1,1,1,1,4,3,3,2,3,3,3,1,"1,2,3,6,8,9,11",7,5,6,6,6,6,5,6,5,1,3,3,3,3,3,1,1,20,25,NA,NA,1,52,3,1,2,2
"189","2020-03-23T12:19:25Z",2,3,"DE",4,5,4,4,3,3,3,4,4,4,3,5,5,4,8,2,2,2,2,2,2,5,1,2,6,4,6,5,3,1,6,5,4,4,4,5,6,5,5,4,4,3,3,3,3,3,3,3,5,2,2,2,2,2,2,2,5,2,2,1,1,1,1,1,NA,NA,5,6,6,5,6,1,"1,4,5,6,7",7,6,7,5,6,7,6,5,5,1,1,1,4,3,3,1,1,10,30,NA,NA,1,42,5,2,2,2
"190","2020-03-23T12:20:07Z",1,5,"DE",4,5,4,4,3,3,3,4,4,3,3,3,4,4,9,4,5,2,5,2,2,5,2,4,4,5,5,5,3,1,4,7,4,5,4,5,4,5,7,3,1,4,7,1,4,5,3,6,4,4,7,4,4,5,4,4,5,1,2,1,1,1,1,1,4,NA,5,4,7,7,6,1,"1,2,3,4,5,6,7,8,9,10,11",5,2,2,6,6,4,6,6,4,1,4,4,6,3,3,1,1,3,20,NA,NA,1,56,2,1,2,5
"191","2020-03-23T12:20:08Z",1,4,"DE",2,4,4,4,4,4,4,4,4,4,3,4,4,4,8,1,5,3,1,2,2,6,2,2,5,5,5,5,5,1,4,5,2,1,1,2,2,2,4,3,1,2,2,2,3,4,2,1,7,2,2,2,3,3,3,1,7,2,1,1,1,1,1,1,NA,4,5,6,4,2,6,1,"1,4,5",6,5,6,6,6,5,6,5,6,6,2,3,6,4,3,1,2,25,NA,20,NA,1,54,3,2,2,3
"192","2020-03-23T12:20:17Z",1,4,"DE",3,5,4,3,3,2,3,4,4,4,2,4,4,4,9,1,1,3,1,2,3,4,3,3,4,4,6,5,4,1,5,7,2,3,4,3,3,5,7,4,3,6,1,1,6,6,3,2,7,5,7,3,6,7,2,3,7,1,1,1,1,1,2,1,7,4,5,6,7,NA,7,1,"1,2,4,5,6,7,8,9,10",7,6,3,5,4,5,5,6,7,1,1,1,6,6,6,1,1,NA,20,NA,NA,2,50,4,2,2,5
"193","2020-03-23T12:21:01Z",1,1,"DE",2,5,2,4,2,2,3,5,3,4,2,4,3,4,8,6,6,6,1,2,2,5,5,3,4,5,4,4,2,1,3,6,4,3,7,2,3,4,5,3,2,3,7,2,7,5,4,2,4,3,7,3,6,5,3,2,4,2,1,1,1,1,1,1,NA,3,2,5,5,3,7,2,"1,2,4,5,6,8,10",4,4,6,7,5,5,6,6,6,1,2,1,5,2,5,2,2,25,NA,20,NA,1,19,3,2,2,4
"194","2020-03-23T12:21:06Z",1,4,"DE",4,5,4,4,3,2,2,4,3,3,3,4,3,4,8,1,2,1,1,2,2,5,2,2,5,4,3,5,2,2,6,6,4,6,5,7,4,5,6,5,4,2,2,3,2,2,2,4,2,2,3,2,2,2,2,2,2,1,1,1,1,1,1,1,3,NA,3,5,4,4,7,2,"1,4,5,6,7,8,9",7,6,6,6,6,7,5,5,6,2,3,3,5,2,5,1,1,25,NA,24,2,1,49,2,2,2,3
"195","2020-03-23T12:21:11Z",2,5,"DE",5,5,4,3,3,3,2,5,4,4,3,3,4,3,8,1,1,1,1,2,4,5,3,4,5,4,6,5,3,2,7,7,5,6,6,5,7,5,7,5,4,5,1,6,2,5,3,6,3,3,1,1,1,1,3,3,3,2,1,1,1,2,1,1,NA,6,5,6,NA,6,7,1,"1,4,6,7,9,11",6,7,7,7,7,6,6,6,6,2,2,2,4,5,5,1,1,35,25,NA,NA,3,62,2,2,2,3
"196","2020-03-23T12:21:11Z",2,4,"DE",2,5,4,4,3,2,1,4,5,3,4,3,4,4,8,1,1,1,1,2,1,6,2,5,5,5,6,5,4,1,6,6,7,6,6,7,6,6,4,5,6,6,6,7,7,6,6,6,6,7,6,6,6,6,5,6,7,2,1,1,1,1,1,1,NA,4,6,6,6,6,6,1,"1,4,6,7,8,9,11",7,6,6,7,7,6,6,6,6,3,2,2,6,2,1,1,1,60,30,NA,NA,1,47,4,2,2,6
"197","2020-03-23T12:21:17Z",2,3,"DE",4,2,3,3,3,3,4,2,3,2,3,3,2,2,3,3,2,4,4,2,3,3,3,4,2,3,4,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,3,4,4,3,3,4,4,3,3,4,4,3,3,3,2,2,1,1,1,2,1,2,NA,4,4,4,NA,4,NA,2,"1,5",3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,1,1,10,20,NA,NA,1,36,4,2,2,5
"198","2020-03-23T12:21:21Z",1,2,"DE",1,5,5,5,1,1,1,3,1,1,1,1,1,1,8,1,1,1,1,2,6,1,6,6,1,4,1,1,5,3,1,4,7,1,1,1,1,1,1,1,1,7,4,1,7,7,7,1,7,7,4,1,7,7,7,1,6,2,1,1,1,2,1,1,NA,7,6,7,NA,7,4,1,"1,6,7,8,9,11",7,1,1,1,1,1,7,1,1,7,7,7,1,4,7,2,2,1,50,NA,NA,2,34,3,2,2,4
"199","2020-03-23T12:21:29Z",1,3,"DE",6,4,4,4,4,4,4,4,4,4,4,4,4,4,8,3,2,2,2,2,1,5,1,1,1,1,6,4,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,7,NA,6,4,5,4,NA,1,"1",4,4,4,4,4,4,4,4,4,2,2,2,7,4,4,1,1,NA,0,NA,NA,1,44,2,2,2,6
"200","2020-03-23T12:21:29Z",1,3,"DE",5,5,3,4,3,3,3,4,4,3,3,3,3,3,2,1,1,1,1,2,2,5,2,2,5,5,7,4,5,2,5,5,4,4,4,3,5,4,5,4,1,5,5,4,5,3,5,4,6,5,6,4,5,4,5,4,7,1,1,1,1,2,1,1,7,5,5,7,NA,5,7,1,"1,2,4,6,7,9,11",5,5,7,7,7,5,5,5,7,1,3,8,6,2,6,1,1,25,NA,20,NA,1,44,3,1,2,4
"201","2020-03-23T12:21:34Z",1,1,"DE",5,5,3,2,4,3,5,5,4,3,2,5,5,4,8,2,2,1,1,2,3,5,3,3,5,4,6,5,4,1,6,7,5,1,4,7,3,4,6,4,1,1,1,2,5,1,4,1,7,3,6,1,3,3,1,1,7,2,1,1,1,2,1,1,NA,4,5,7,NA,4,3,1,"1,2,4,5,6,7",7,5,7,6,4,7,NA,6,5,3,4,4,6,5,6,2,1,45,30,NA,NA,1,20,3,2,2,2
"202","2020-03-23T12:21:45Z",1,6,"DE",1,5,2,1,1,1,1,4,4,1,2,1,4,2,8,1,1,7,1,2,2,6,2,1,6,5,1,5,3,1,6,7,4,7,1,7,6,6,6,1,1,6,3,1,2,6,2,7,4,5,7,1,2,7,4,2,4,2,1,1,1,2,1,1,NA,6,5,6,NA,6,6,1,"1,5,8",7,2,6,6,6,2,5,5,4,1,6,6,6,2,2,1,1,30,25,NA,NA,1,69,4,2,2,4
"203","2020-03-23T12:21:55Z",2,4,"DE",1,3,3,3,3,3,3,3,3,3,3,3,3,3,8,1,1,1,1,2,2,5,2,2,4,5,6,5,2,2,7,6,5,1,1,5,7,4,6,4,2,2,3,1,2,4,2,1,4,2,3,1,3,3,2,1,4,2,1,1,1,1,1,1,NA,4,5,6,6,5,6,1,"1,2,4,5,9",6,5,6,6,6,5,6,6,6,1,4,4,6,2,2,1,1,40,30,NA,NA,1,49,2,1,2,2
"204","2020-03-23T12:22:22Z",2,4,"DE",5,5,4,3,3,3,3,4,4,2,2,2,4,2,1,1,1,1,1,2,3,4,5,2,3,2,4,5,2,3,6,7,5,5,4,5,6,5,6,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,NA,NA,5,6,5,5,6,1,"1,4,5,6,8",5,5,5,5,5,5,5,5,5,3,3,3,4,5,5,2,1,60,35,NA,NA,1,53,2,2,2,4
"205","2020-03-23T12:23:03Z",2,3,"DE",4,2,3,2,2,4,4,4,3,3,1,3,3,2,8,5,5,5,6,2,3,2,1,2,1,1,1,2,3,2,7,4,7,5,7,4,7,7,3,1,1,7,4,7,3,7,7,3,7,6,7,5,5,5,5,7,7,2,1,1,2,2,1,2,NA,2,1,NA,NA,3,NA,2,"1,2,8,10",1,1,1,1,1,1,1,2,3,4,3,3,4,2,2,1,1,10,40,NA,NA,1,41,2,2,2,3
"206","2020-03-23T12:23:19Z",2,5,"DE",4,5,3,4,3,3,3,4,4,2,4,4,3,4,8,3,2,4,6,2,3,5,6,2,5,5,6,4,2,3,7,5,6,5,5,4,6,5,5,5,3,5,6,3,5,5,5,5,3,5,6,4,4,5,5,5,4,2,2,1,1,1,1,1,NA,NA,6,4,6,6,6,1,"1,5,6,7,11",4,3,5,5,5,4,5,5,5,3,2,4,5,5,6,2,1,10,25,NA,NA,1,55,2,2,2,2
"207","2020-03-23T12:23:37Z",2,2,"DE",3,4,3,4,2,2,2,5,5,2,1,3,5,3,8,3,5,3,1,2,3,2,4,4,4,5,5,3,2,4,2,4,4,5,3,3,6,4,1,1,1,4,2,1,6,6,2,2,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,5,2,4,7,5,3,7,2,"",4,3,5,3,4,5,3,4,5,5,4,5,NA,4,5,2,1,25,NA,23,40,1,28,5,1,2,5
"208","2020-03-23T12:23:46Z",2,5,"DE",1,4,3,3,3,3,3,4,3,2,1,2,4,3,8,2,1,1,1,2,2,5,2,2,4,5,2,5,3,2,3,6,2,1,3,3,2,3,6,5,4,2,5,4,5,5,5,1,4,2,5,5,5,5,4,1,5,2,1,1,1,2,1,2,NA,2,2,6,NA,5,NA,1,"1,4,5,6,8,9",5,4,6,4,3,6,5,5,5,1,3,3,3,2,3,2,1,25,NA,10,25,1,62,2,2,2,4
"209","2020-03-23T12:24:03Z",1,5,"DE",1,4,1,2,1,1,1,2,3,3,3,3,3,3,8,4,3,2,1,2,1,6,6,1,5,5,7,5,3,1,6,7,5,7,6,7,6,7,7,5,5,4,4,4,5,4,4,5,4,6,7,6,6,7,5,6,4,2,1,1,1,2,2,1,NA,4,4,7,NA,NA,6,1,"1,2,4,5,6,7,8,9,10,11",7,6,6,7,7,6,6,6,7,2,1,1,4,3,4,1,1,50,5,NA,NA,1,58,2,2,2,4
"210","2020-03-23T12:25:00Z",1,4,"DE",1,5,2,5,4,1,1,4,3,1,1,1,1,5,8,1,1,1,1,2,6,1,6,6,1,1,1,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,2,1,1,1,2,2,2,NA,1,1,1,NA,NA,NA,2,"1,6,7,8,9,11",1,1,4,4,4,1,1,1,7,7,7,7,3,4,5,2,2,5,30,NA,NA,1,53,3,2,2,4
"211","2020-03-23T12:25:07Z",2,3,"DE",5,4,4,4,2,2,2,5,5,4,4,4,5,4,8,2,2,2,2,2,2,5,2,2,5,5,5,5,4,1,5,6,4,5,6,4,4,5,5,3,1,2,3,3,2,3,3,3,5,2,3,2,2,2,2,2,6,2,2,1,1,1,1,2,NA,NA,6,6,5,5,NA,1,"1,4,5,6",7,6,6,6,6,5,5,5,5,5,6,6,6,3,3,1,1,10,20,NA,NA,1,41,3,2,2,4
"212","2020-03-23T12:25:10Z",2,2,"DE",6,4,4,4,4,3,3,4,4,3,4,4,4,4,8,5,5,5,1,2,4,5,4,4,5,3,5,4,3,4,3,2,5,3,7,6,3,3,1,1,1,6,5,7,6,3,3,5,2,4,6,5,6,6,4,4,4,2,1,1,1,1,1,1,NA,3,4,5,4,4,5,1,"4,8,9",6,5,5,5,6,6,6,5,5,6,6,6,5,4,4,1,1,2,5,NA,NA,1,27,4,2,2,4
"213","2020-03-23T12:25:17Z",2,3,"DE",4,4,2,2,2,2,1,2,2,2,2,2,2,2,8,2,2,2,1,2,2,5,2,2,4,2,4,5,3,3,6,6,6,6,6,6,6,6,7,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,2,1,2,NA,NA,5,4,NA,4,NA,1,"1,2,4,5,6,7,8,10",5,5,5,5,5,5,5,5,5,1,1,1,5,4,4,1,1,75,8,NA,NA,1,42,2,2,2,5
"214","2020-03-23T12:25:21Z",1,2,"DE",5,5,4,3,3,3,3,4,4,3,3,3,5,3,8,1,4,5,1,2,2,6,2,1,6,5,5,5,5,1,6,7,3,1,2,5,5,4,5,1,1,3,2,3,3,4,2,1,7,3,5,1,3,3,3,1,7,2,1,1,1,1,1,1,NA,4,5,6,6,5,7,1,"1,2,4,5,6,7,8,9,11",5,4,5,5,7,2,7,4,5,1,4,4,6,3,5,1,1,25,NA,22,2,1,28,4,2,2,3
"215","2020-03-23T12:25:25Z",2,5,"DE",3,5,4,4,3,3,1,4,3,1,1,1,3,3,8,2,2,1,2,2,5,3,6,6,2,1,5,5,3,3,1,5,4,7,2,7,3,5,6,5,1,5,3,5,3,6,4,6,4,5,3,5,3,6,4,6,3,2,1,1,1,1,1,2,NA,3,3,4,3,2,NA,2,"1,4,5,6,11",6,2,4,4,1,2,5,4,4,2,5,5,6,4,5,2,2,40,30,NA,NA,1,59,5,2,1,3
"216","2020-03-23T12:25:36Z",1,2,"DE",4,3,4,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,2,4,4,3,4,4,3,5,3,3,3,4,4,4,5,4,5,4,5,5,4,4,4,3,4,6,5,5,2,4,3,5,4,4,7,4,5,5,1,2,1,2,2,2,1,3,NA,2,NA,NA,NA,4,2,"4,7",5,4,2,3,5,4,2,1,4,4,4,4,5,4,4,2,2,20,30,NA,NA,2,27,5,1,2,3
"217","2020-03-23T12:25:49Z",2,6,"DE",2,5,4,5,4,4,4,5,5,4,3,4,5,4,8,1,1,2,1,2,3,5,2,3,4,4,5,5,4,2,5,6,2,2,1,4,5,3,5,3,1,2,2,2,2,2,2,1,5,2,2,2,2,2,2,2,5,2,1,1,1,2,1,1,NA,5,5,6,NA,6,6,2,"1,4,5,6,8,9",6,6,6,6,6,5,6,6,6,5,6,6,5,5,5,1,1,25,NA,20,NA,1,65,4,2,2,3
"218","2020-03-23T12:25:58Z",1,6,"DE",6,5,5,4,4,4,4,5,5,4,2,5,4,4,8,2,1,2,1,2,2,6,6,1,5,2,5,4,4,2,6,7,3,2,2,2,6,5,7,5,3,1,4,1,1,4,1,1,5,1,5,4,2,3,2,2,5,2,2,1,1,2,1,1,NA,NA,5,6,NA,6,6,1,"1,4,5,6,8,11",6,5,6,6,6,6,7,6,6,1,1,1,6,2,5,1,1,20,25,NA,NA,2,79,5,2,1,3
"219","2020-03-23T12:26:05Z",1,4,"DE",5,4,3,3,2,2,2,3,3,3,3,4,3,4,9,1,1,2,5,2,4,6,3,4,4,3,5,5,3,4,5,5,5,6,6,5,5,5,4,3,2,3,2,3,2,3,2,1,4,3,4,3,3,3,3,3,4,2,1,1,1,1,1,1,NA,3,3,5,2,3,3,1,"1,2,4,5,6,7,9",7,5,4,3,3,5,4,4,5,6,6,6,5,3,4,1,1,60,25,NA,NA,3,54,5,2,2,5
"220","2020-03-23T12:26:08Z",2,5,"DE",4,5,3,4,2,4,2,4,5,1,4,2,5,3,8,1,1,1,1,2,3,6,3,3,4,5,5,5,3,1,7,4,5,3,2,2,7,6,5,2,1,5,1,1,1,2,1,1,5,1,1,1,1,1,1,1,5,2,2,1,1,2,1,1,NA,NA,5,5,NA,5,6,2,"1,4",5,2,6,6,5,2,3,3,5,1,2,3,6,3,5,1,1,30,50,NA,NA,1,60,2,2,2,2
"221","2020-03-23T12:26:09Z",2,4,"DE",5,5,3,4,2,2,2,4,3,1,2,2,4,3,8,2,4,1,1,2,2,6,1,2,4,4,5,4,1,3,4,6,2,4,2,4,3,5,5,3,2,2,5,1,4,3,1,4,2,3,4,2,3,3,3,2,1,2,2,1,1,1,1,1,NA,NA,5,7,7,6,4,2,"1,2,4,6,11",5,6,4,4,3,5,6,3,5,3,4,4,5,2,4,1,1,40,30,NA,NA,1,50,5,2,2,6
"222","2020-03-23T12:26:57Z",2,1,"DE",4,4,3,4,2,2,3,3,4,2,4,3,5,3,9,2,1,1,1,2,2,5,2,1,3,3,5,5,3,2,4,4,3,3,4,2,3,2,3,1,1,2,2,1,4,2,1,2,4,2,4,2,2,2,1,2,3,1,1,1,1,1,1,1,5,4,4,7,6,4,6,1,"1,4,5,10",7,5,5,6,7,4,6,7,6,2,5,4,4,5,3,1,1,25,NA,10,10,1,20,3,2,1,2
"223","2020-03-23T12:27:16Z",1,5,"DE",4,4,3,3,3,1,3,4,3,1,3,1,3,3,8,6,3,1,1,2,3,4,4,4,3,3,6,4,3,2,6,6,5,3,6,3,6,4,5,4,4,3,6,3,3,6,3,2,4,2,4,3,3,5,2,2,4,2,2,1,1,2,1,1,NA,NA,5,6,NA,6,4,NA,"1,4,5",5,4,4,5,4,5,4,4,5,2,4,4,4,4,5,1,1,10,30,NA,NA,1,55,2,2,2,3
"224","2020-03-23T12:27:24Z",1,4,"DE",4,5,3,4,3,3,3,4,4,3,3,4,3,4,8,2,3,2,1,2,3,6,2,3,4,4,6,5,3,3,6,7,4,4,3,6,5,5,5,3,1,4,4,2,6,3,2,3,5,4,3,2,3,4,2,3,3,2,1,1,1,1,1,2,NA,4,5,6,5,4,NA,2,"1,4,7,11",7,6,6,4,5,4,6,6,6,2,2,2,6,3,4,1,1,25,NA,20,NA,1,53,4,2,2,3
"225","2020-03-23T12:27:27Z",1,5,"DE",1,5,2,3,2,1,1,4,3,2,3,1,4,2,8,1,1,1,1,2,2,6,2,2,6,6,2,5,3,1,7,7,3,7,2,6,5,7,6,2,1,5,3,1,1,4,4,3,5,5,5,3,2,5,5,3,5,2,1,1,1,2,1,1,NA,5,6,5,NA,5,7,2,"1,2,4,5,6,7,8,9",3,3,4,5,2,2,7,4,6,1,2,2,3,5,7,2,2,20,10,NA,NA,1,58,2,2,2,4
"226","2020-03-23T12:27:37Z",2,2,"DE",5,2,3,5,2,1,5,3,1,3,4,2,4,3,3,3,3,4,3,1,3,2,4,3,5,4,5,2,3,4,3,5,4,2,2,4,6,4,4,2,5,2,4,3,4,2,5,5,4,5,3,2,4,6,3,2,4,1,1,2,2,1,1,2,4,NA,NA,NA,4,3,NA,1,"4,6",3,6,3,4,2,4,3,5,3,3,6,5,4,6,4,1,2,20,30,NA,NA,1,27,5,1,1,5
"227","2020-03-23T12:27:46Z",1,6,"DE",1,4,2,3,3,2,3,4,4,3,3,3,4,3,8,5,6,6,1,2,2,5,3,4,5,4,3,3,2,3,5,5,4,4,4,4,5,5,4,2,1,3,6,5,3,6,5,4,1,4,5,4,4,5,5,3,2,2,2,1,1,2,1,1,NA,NA,3,5,NA,3,6,1,"1,4,5,6,7",3,3,6,6,4,4,6,4,3,3,3,5,6,5,4,1,1,40,30,NA,NA,1,65,5,2,2,3
