CountryofLiving,gender,mh_anxiety_1,mh_anxiety_3,weight_sample,weight_new,female
Germany,2,4,4,3.45495E-05,29236434,1
Germany,1,3,3,0.000443328,375152544,0
Germany,1,1,4,0.000287552,243332336,0
Germany,1,5,4,8.20E-06,6939762.5,0
Germany,1,3,3,1.60064E-05,13544927,0
Germany,2,3,4,8.23E-06,6960735,1
Germany,1,4,3,0.000100538,85077328,0
Germany,1,2,2,2.48733E-05,21048260,0
Germany,1,1,1,0.000232259,196541696,0
Germany,2,2,2,0.000681976,577100928,1
Germany,2,4,2,0.000176676,149506960,1
Germany,1,3,2,2.02057E-05,17098494,0
Germany,2,5,3,9.72536E-05,82297832,1
Germany,2,5,5,9.58171E-05,81082240,1
Germany,1,4,1,1.78371E-05,15094091,0
Germany,2,3,2,8.23E-06,6960735,1
Germany,1,3,4,3.98794E-05,33746712,0
Germany,2,3,3,4.4846E-05,37949564,1
Germany,1,1,1,7.64E-06,6468162,0
Germany,2,3,1,1.65294E-05,13987475,1
Germany,2,3,1,3.45495E-05,29236434,1
Germany,1,2,2,2.59278E-05,21940608,0
Germany,1,4,1,9.31279E-05,78806656,0
Germany,2,3,4,9.87574E-05,83570432,1
Germany,1,5,5,8.20E-06,6939762.5,0
Germany,2,4,1,3.45495E-05,29236434,1
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,2,3,4,2.35265E-05,19908620,1
Germany,1,2,1,9.31279E-05,78806656,0
Germany,1,3,3,0.000100019,84637656,0
Germany,1,2,3,0.000220519,186607312,0
Germany,2,4,4,1.65294E-05,13987475,1
Germany,2,5,2,7.85E-06,6640608,1
Germany,2,4,4,0.002782304,2354439424,1
Germany,1,1,4,1.50773E-05,12758676,0
Germany,2,3,4,9.22E-06,7804047.5,1
Germany,1,2,3,4.44718E-05,37632856,0
Germany,1,1,4,1.60064E-05,13544927,0
Germany,2,2,3,0.00015715,132983128,1
Germany,2,2,2,1.65294E-05,13987475,1
Germany,2,5,3,0.000164777,139437648,1
Germany,1,3,3,5.10164E-05,43171088,0
Germany,2,1,5,1.99995E-05,16923944,1
Germany,2,5,3,8.19998E-05,69389832,1
Germany,1,2,5,0.000443328,375152544,0
Germany,1,2,3,0.000443328,375152544,0
Germany,1,5,5,0.000379218,320901472,0
Germany,2,4,3,0.000562485,475985824,1
Germany,1,3,3,1.92165E-05,16261337,0
Germany,2,5,5,7.85E-06,6640608,1
Germany,3,5,4,0.000247936,209807904,
Germany,2,4,3,7.85122E-05,66438540,1
Germany,2,5,3,7.6083E-05,64382860,1
Germany,1,4,4,4.3123E-05,36491492,0
Germany,2,4,4,0.000230566,195109696,1
Germany,1,2,2,9.12139E-05,77186968,0
Germany,2,1,4,3.4614E-05,29291058,1
Germany,2,1,3,7.10E-06,6012257,1
Germany,1,5,4,9.34E-06,7903708,0
Germany,1,5,5,0.000127195,107634920,0
Germany,2,3,2,2.35265E-05,19908620,1
Germany,2,2,1,0.000292511,247528144,1
Germany,1,1,1,0.000103327,87436928,0
Germany,2,3,3,1.93122E-05,16342392,1
Germany,1,3,3,0.000127195,107634920,0
Germany,1,1,4,0.000260884,220764896,0
Germany,2,1,2,8.80856E-05,74539736,1
Germany,1,1,1,7.71009E-05,65244304,0
Germany,1,3,3,4.77623E-05,40417352,0
Germany,2,4,4,3.99999E-05,33848700,1
Germany,2,3,3,2.63769E-05,22320604,1
Germany,2,4,4,8.80856E-05,74539736,1
Germany,2,3,3,7.66584E-05,64869820,1
Germany,1,3,2,1.50773E-05,12758676,0
Germany,2,3,4,7.82286E-05,66198564,1
Germany,2,3,4,1.99995E-05,16923944,1
Germany,1,1,4,9.34E-06,7903708,0
Germany,2,3,3,1.64331E-05,13906043,1
Germany,2,3,4,7.85E-06,6640608,1
Germany,2,3,2,1.72253E-05,14576420,1
Germany,1,4,2,4.23127E-05,35805820,0
Germany,1,3,2,8.20E-06,6939762.5,0
Germany,2,4,2,7.10E-06,6012257,1
Germany,1,4,4,7.64E-06,6468162,0
Germany,1,3,5,8.18523E-05,69264968,0
Germany,2,4,2,8.45266E-05,71528032,1
Germany,2,4,4,7.10E-06,6012257,1
Germany,2,1,2,0.000214166,181231744,1
Germany,2,4,2,3.99999E-05,33848700,1
Germany,2,3,3,0.001263452,1069157376,1
Germany,2,1,1,0.000489982,414631968,1
Germany,2,4,4,7.10E-06,6012257,1
Germany,2,1,2,0.000681976,577100928,1
Germany,2,2,1,3.63322E-05,30745002,1
Germany,2,3,4,3.99999E-05,33848700,1
Germany,2,2,2,7.10E-06,6012257,1
Germany,1,3,2,7.61971E-05,64479492,0
Germany,1,2,5,0.000260884,220764896,0
Germany,2,2,4,1.72253E-05,14576420,1
Germany,1,4,1,8.18523E-05,69264968,0
Germany,2,2,3,7.08264E-05,59934688,1
Germany,2,3,3,3.99999E-05,33848700,1
Germany,1,3,3,9.34E-06,7903708,0
Germany,1,2,2,5.77911E-05,48903948,0
Germany,2,3,3,8.45266E-05,71528032,1
Germany,2,2,4,9.22E-06,7804047.5,1
Germany,1,2,4,2.02057E-05,17098494,0
Germany,1,4,3,0.000103327,87436928,0
Germany,2,3,1,0.00039201,331726144,1
Germany,1,4,1,7.64E-06,6468162,0
Germany,1,3,2,8.70E-06,7359192.5,0
Germany,1,5,5,9.34E-06,7903708,0
Germany,1,3,4,0.000100538,85077328,0
Germany,1,4,3,1.95589E-05,16551090,0
Germany,1,2,3,3.98794E-05,33746712,0
Germany,1,3,3,1.71734E-05,14532500,0
Germany,1,5,4,1.50773E-05,12758676,0
Germany,1,3,3,0.000100019,84637656,0
Germany,2,3,3,1.93122E-05,16342392,1
Germany,1,2,2,3.29944E-05,27920506,0
Germany,1,2,3,2.59278E-05,21940608,0
Germany,2,3,4,1.99995E-05,16923944,1
Germany,2,2,5,7.10E-06,6012257,1
Germany,2,3,5,8.23E-06,6960735,1
Germany,1,1,2,0.000132588,112198144,0
Germany,2,3,1,8.19998E-05,69389832,1
Germany,2,3,3,7.85E-06,6640608,1
Germany,1,4,4,2.34557E-05,19848634,0
Germany,2,3,3,7.10E-06,6012257,1
Germany,1,3,3,4.19371E-05,35488008,0
Germany,1,3,2,2.34557E-05,19848634,0
Germany,2,1,3,2.74249E-05,23207476,1
Germany,2,3,3,0.000362187,306489248,1
Germany,2,5,2,3.45495E-05,29236434,1
Germany,1,1,4,4.44718E-05,37632856,0
Germany,2,1,2,1.99995E-05,16923944,1
Germany,2,4,2,0.000102272,86544320,1
Germany,1,3,5,0.000150302,127188056,0
Germany,1,4,2,1.82114E-05,15410825,0
Germany,2,5,3,4.01293E-05,33958216,1
Germany,1,3,3,8.67383E-05,73399624,0
Germany,2,3,3,8.23E-06,6960735,1
Germany,1,5,3,8.20E-06,6939762.5,0
Germany,2,2,3,4.50878E-05,38154156,1
Germany,2,4,2,3.99999E-05,33848700,1
Germany,1,3,2,0.000260884,220764896,0
Germany,2,2,2,7.10E-06,6012257,1
Germany,1,5,2,2.48733E-05,21048260,0
Germany,2,5,3,2.35265E-05,19908620,1
Germany,1,2,4,7.64E-06,6468162,0
Germany,2,3,3,9.41396E-05,79662776,1
Germany,2,2,4,1.89742E-05,16056294,1
Germany,2,2,3,8.23E-06,6960735,1
Germany,2,2,2,7.85E-06,6640608,1
Germany,1,3,3,3.71693E-05,31453412,0
Germany,2,4,2,2.35265E-05,19908620,1
Germany,1,4,4,1.60064E-05,13544927,0
Germany,1,4,4,4.19371E-05,35488008,0
Germany,1,1,1,0.000127195,107634920,0
Germany,1,5,3,0.000260884,220764896,0
Germany,2,3,4,9.22E-06,7804047.5,1
Germany,1,4,2,4.19371E-05,35488008,0
Germany,1,3,4,0.000260884,220764896,0
Germany,1,1,1,1.82114E-05,15410825,0
Germany,2,5,5,0.000233983,198000832,1
Germany,2,3,2,1.89742E-05,16056294,1
Germany,1,1,4,1.82114E-05,15410825,0
Germany,1,1,4,3.15732E-05,26717840,0
Germany,2,4,1,1.72253E-05,14576420,1
Germany,1,2,2,1.60064E-05,13544927,0
Germany,2,3,5,0.000401114,339430528,1
Germany,1,1,2,0.000220519,186607312,0
Germany,1,3,3,3.90872E-05,33076374,0
Germany,1,4,3,2.59278E-05,21940608,0
Germany,1,4,2,0.000644747,545597696,0
Germany,2,4,3,7.85E-06,6640608,1
Germany,2,2,3,9.22E-06,7804047.5,1
Germany,2,4,1,7.10E-06,6012257,1
Germany,2,4,4,3.63322E-05,30745002,1
Germany,1,2,3,1.95589E-05,16551090,0
Germany,2,3,3,1.57642E-05,13340000,1
Germany,2,3,3,4.01293E-05,33958216,1
Germany,1,4,4,8.20E-06,6939762.5,0
Germany,2,2,5,8.23E-06,6960735,1
Germany,1,2,3,4.22897E-05,35786320,0
Germany,2,2,2,9.19343E-05,77796608,1
Germany,2,2,3,5.42686E-05,45923116,1
Germany,2,3,4,2.74249E-05,23207476,1
Germany,1,3,4,0.000424283,359036096,0
Germany,1,5,3,7.64E-06,6468162,0
Germany,1,5,3,1.78371E-05,15094091,0
Germany,2,2,2,7.10E-06,6012257,1
Germany,2,3,5,0.00025982,219864336,1
Germany,2,2,3,0.000401114,339430528,1
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,2,3,3,0.000842625,713045184,1
Germany,1,4,1,1.60064E-05,13544927,0
Germany,2,2,4,1.48782E-05,12590218,1
Germany,2,4,2,7.10E-06,6012257,1
Germany,1,3,1,8.67383E-05,73399624,0
Germany,2,3,3,0.000114775,97124960,1
Germany,1,1,1,8.70E-06,7359192.5,0
Germany,2,4,3,1.57642E-05,13340000,1
Germany,2,4,3,8.23E-06,6960735,1
Germany,1,3,4,9.34E-06,7903708,0
Germany,2,2,3,0.000681976,577100928,1
Germany,2,5,1,0.000176676,149506960,1
Germany,1,4,4,8.20E-06,6939762.5,0
Germany,1,2,3,2.48733E-05,21048260,0
Germany,1,3,3,8.70E-06,7359192.5,0
Germany,2,3,3,0.000497328,420848160,1
Germany,2,3,4,0.000177006,149786288,1
Germany,2,3,3,1.99995E-05,16923944,1
Germany,2,2,2,9.22E-06,7804047.5,1
Germany,1,4,4,1.60064E-05,13544927,0
Germany,1,2,3,0.000210536,178159744,0
Germany,1,3,5,0.000100538,85077328,0
Germany,1,4,5,0.005125174,4337020928,0
Germany,1,2,4,1.78371E-05,15094091,0
Germany,1,3,3,0.000190074,160843968,0
Germany,1,3,4,7.71009E-05,65244304,0
Germany,1,2,3,7.64E-06,6468162,0
Germany,1,1,4,1.60064E-05,13544927,0
Germany,1,4,4,2.48733E-05,21048260,0
Germany,1,4,1,9.34E-06,7903708,0
Germany,1,3,3,8.18523E-05,69264968,0
Germany,1,1,1,8.66938E-05,73361952,0
Germany,1,3,5,0.000103327,87436928,0
Germany,2,2,3,7.10E-06,6012257,1
Germany,1,3,4,2.34557E-05,19848634,0
Germany,2,1,1,7.10832E-05,60151960,1
Germany,1,2,3,7.64E-06,6468162,0
Germany,1,2,2,0.00019101,161636608,0
Germany,1,5,4,2.02057E-05,17098494,0
Germany,1,4,4,5.10164E-05,43171088,0
Germany,2,3,4,1.93122E-05,16342392,1
Germany,1,3,3,2.59278E-05,21940608,0
Germany,1,2,2,8.18523E-05,69264968,0
Germany,1,1,3,9.34E-06,7903708,0
Germany,1,2,3,1.82114E-05,15410825,0
Germany,1,2,4,2.48733E-05,21048260,0
Germany,1,4,2,8.20E-06,6939762.5,0
Germany,2,3,3,4.72762E-05,40006020,1
Germany,1,1,1,0.000579489,490375136,0
Germany,2,3,4,8.23E-06,6960735,1
Germany,2,3,4,7.85E-06,6640608,1
Germany,2,3,5,0.00025982,219864336,1
Germany,1,3,2,0.000190074,160843968,0
Germany,1,2,2,8.70E-06,7359192.5,0
Germany,1,5,4,1.82114E-05,15410825,0
Germany,1,3,1,0.000379218,320901472,0
Germany,2,3,3,0.000456129,385985312,1
Germany,2,2,3,2.35265E-05,19908620,1
Germany,2,2,3,0.000214166,181231744,1
Germany,2,4,4,0.000235278,199096688,1
Germany,2,1,2,1.65294E-05,13987475,1
Germany,1,3,1,2.48733E-05,21048260,0
Germany,3,3,4,0.000347682,294215072,
Germany,2,2,5,3.81603E-05,32291982,1
Germany,1,2,4,8.20E-06,6939762.5,0
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,1,1,1,9.34E-06,7903708,0
Germany,2,3,4,0.000120308,101807120,1
Germany,1,1,3,2.02057E-05,17098494,0
Germany,1,3,3,0.000100538,85077328,0
Germany,2,3,4,7.10E-06,6012257,1
Germany,1,5,1,2.48733E-05,21048260,0
Germany,1,3,2,0.000132588,112198144,0
Germany,2,2,3,7.85E-06,6640608,1
Germany,1,3,4,8.20E-06,6939762.5,0
Germany,2,3,5,0.000230566,195109696,1
Germany,1,2,3,4.82584E-05,40837208,0
Germany,1,3,5,2.02057E-05,17098494,0
Germany,2,5,5,1.99995E-05,16923944,1
Germany,1,3,4,8.20E-06,6939762.5,0
Germany,2,5,5,8.45266E-05,71528032,1
Germany,2,4,2,0.000177006,149786288,1
Germany,1,4,3,8.18523E-05,69264968,0
Germany,3,3,2,0.000247936,209807904,
Germany,1,4,1,0.000514124,435061632,0
Germany,1,3,1,4.77623E-05,40417352,0
Germany,1,4,3,4.44718E-05,37632856,0
Germany,2,3,3,9.22E-06,7804047.5,1
Germany,2,3,2,9.58171E-05,81082240,1
Germany,2,3,5,1.99995E-05,16923944,1
Germany,2,4,4,7.10E-06,6012257,1
Germany,2,5,1,2.74249E-05,23207476,1
Germany,1,2,4,7.64E-06,6468162,0
Germany,2,3,4,7.10E-06,6012257,1
Germany,2,3,5,2.35265E-05,19908620,1
Germany,2,3,3,7.85E-06,6640608,1
Germany,2,3,5,4.72762E-05,40006020,1
Germany,2,4,2,0.000102272,86544320,1
Germany,2,3,4,4.18807E-05,35440292,1
Germany,1,4,3,8.20E-06,6939762.5,0
Germany,3,3,2,3.54986E-05,30039630,
Germany,2,3,4,7.85E-06,6640608,1
Germany,2,1,1,7.10E-06,6012257,1
Germany,2,3,2,9.22E-06,7804047.5,1
Germany,1,2,2,6.90933E-05,58468104,0
Germany,2,4,4,1.64331E-05,13906043,1
Germany,1,4,4,9.34E-06,7903708,0
Germany,1,4,4,2.02057E-05,17098494,0
Germany,2,3,4,4.50878E-05,38154156,1
Germany,2,3,3,1.61455E-05,13662596,1
Germany,1,1,1,4.19371E-05,35488008,0
Germany,2,3,3,0.000168813,142852736,1
Germany,1,2,4,0.000202609,171451936,0
Germany,2,3,4,1.72253E-05,14576420,1
Germany,1,3,4,9.34459E-05,79075712,0
Germany,1,4,4,4.22897E-05,35786320,0
Germany,2,3,3,1.99995E-05,16923944,1
Germany,2,3,4,7.08264E-05,59934688,1
Germany,2,3,4,4.20639E-05,35595256,1
Germany,1,2,4,1.50773E-05,12758676,0
Germany,1,2,2,4.77623E-05,40417352,0
Germany,2,3,2,3.45495E-05,29236434,1
Germany,1,3,2,7.64E-06,6468162,0
Germany,2,4,4,0.000120308,101807120,1
Germany,2,3,2,3.99999E-05,33848700,1
Germany,2,4,4,0.000230566,195109696,1
Germany,2,2,4,3.63322E-05,30745002,1
Germany,2,3,3,0.001019521,862738688,1
Germany,2,3,2,8.19998E-05,69389832,1
Germany,2,3,1,1.72253E-05,14576420,1
Germany,2,3,5,1.72253E-05,14576420,1
Germany,1,3,3,9.34E-06,7903708,0
Germany,1,1,4,0.005125174,4337020928,0
Germany,1,3,3,4.77623E-05,40417352,0
Germany,2,1,1,0.000102272,86544320,1
Germany,1,2,4,1.50773E-05,12758676,0
Germany,1,3,3,8.70E-06,7359192.5,0
Germany,2,5,4,1.64331E-05,13906043,1
Germany,1,3,3,8.18523E-05,69264968,0
Germany,2,3,5,1.48782E-05,12590218,1
Germany,2,4,1,8.06139E-05,68217032,1
Germany,1,2,2,8.78202E-05,74315152,0
Germany,1,2,4,4.77623E-05,40417352,0
Germany,2,1,4,0.000134884,114141336,1
Germany,2,4,3,7.85E-06,6640608,1
Germany,2,3,2,2.74249E-05,23207476,1
Germany,1,2,3,0.000136606,115598952,0
Germany,1,5,5,0.000260884,220764896,0
Germany,1,2,3,3.90872E-05,33076374,0
Germany,2,2,2,7.10E-06,6012257,1
Germany,2,2,5,0.005328904,4509422080,1
Germany,1,3,3,3.15732E-05,26717840,0
Germany,1,3,2,8.20E-06,6939762.5,0
Germany,2,2,4,8.40345E-05,71111616,1
Germany,1,4,1,0.000443328,375152544,0
Germany,1,3,1,8.70E-06,7359192.5,0
Germany,3,2,4,0.000247936,209807904,
Germany,1,4,4,7.71009E-05,65244304,0
Germany,2,5,5,1.48782E-05,12590218,1
Germany,2,4,4,1.65294E-05,13987475,1
Germany,2,3,3,8.40345E-05,71111616,1
Germany,1,3,3,7.64E-06,6468162,0
Germany,2,4,4,2.35265E-05,19908620,1
Germany,1,4,4,9.34E-06,7903708,0
Germany,2,3,3,4.84043E-05,40960620,1
Germany,2,3,4,7.10E-06,6012257,1
Germany,1,2,2,4.44718E-05,37632856,0
Germany,1,2,3,0.000103327,87436928,0
Germany,2,3,4,2.74249E-05,23207476,1
Germany,2,5,5,1.65294E-05,13987475,1
Germany,1,3,3,9.34E-06,7903708,0
Germany,1,4,4,8.20E-06,6939762.5,0
Germany,2,3,2,2.35265E-05,19908620,1
Germany,1,1,2,2.59278E-05,21940608,0
Germany,1,3,3,4.19371E-05,35488008,0
Germany,1,4,2,0.002500085,2115619968,0
Germany,2,3,4,3.06109E-05,25903510,1
Germany,1,5,3,5.10164E-05,43171088,0
Germany,2,2,4,2.35265E-05,19908620,1
Germany,1,3,3,3.29944E-05,27920506,0
Germany,2,5,5,0.000470126,397830080,1
Germany,2,4,4,0.000293682,248519600,1
Germany,2,4,4,8.45266E-05,71528032,1
Germany,2,2,4,1.72253E-05,14576420,1
Germany,1,5,2,0.000132588,112198144,0
Germany,2,3,3,7.85E-06,6640608,1
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,2,2,4,2.74249E-05,23207476,1
Germany,1,4,1,2.59278E-05,21940608,0
Germany,1,1,4,2.02057E-05,17098494,0
Germany,1,2,3,0.000260884,220764896,0
Germany,1,4,2,1.82114E-05,15410825,0
Germany,1,3,2,1.95589E-05,16551090,0
Germany,1,4,4,0.000260884,220764896,0
Germany,2,3,3,7.10E-06,6012257,1
Germany,2,3,4,4.57559E-05,38719524,1
Germany,1,4,4,4.23127E-05,35805820,0
Germany,2,3,2,5.72011E-05,48404708,1
Germany,2,3,5,0.000681976,577100928,1
Germany,1,4,1,1.71734E-05,14532500,0
Germany,2,4,4,1.65294E-05,13987475,1
Germany,1,4,4,0.000127195,107634920,0
Germany,1,2,3,0.000100538,85077328,0
Germany,2,5,3,0.000497328,420848160,1
Germany,2,4,4,7.66584E-05,64869820,1
Germany,1,4,3,0.000178367,150937200,0
Germany,2,3,5,1.48782E-05,12590218,1
Germany,1,1,3,8.18523E-05,69264968,0
Germany,2,5,3,8.80856E-05,74539736,1
Germany,2,3,4,1.69238E-05,14321236,1
Germany,1,3,1,2.59278E-05,21940608,0
Germany,1,3,2,8.20E-06,6939762.5,0
Germany,2,4,1,7.10E-06,6012257,1
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,2,3,2,7.85E-06,6640608,1
Germany,2,1,1,1.65294E-05,13987475,1
Germany,2,4,1,7.10E-06,6012257,1
Germany,1,4,4,9.34E-06,7903708,0
Germany,1,4,2,1.71734E-05,14532500,0
Germany,2,3,4,1.65294E-05,13987475,1
Germany,2,4,4,7.85E-06,6640608,1
Germany,2,5,3,9.22676E-05,78078624,1
Germany,1,3,3,0.000136606,115598952,0
Germany,2,2,3,0.000293682,248519600,1
Germany,1,3,2,0.000127195,107634920,0
Germany,1,3,5,0.000161456,136627568,0
Germany,1,3,5,2.48733E-05,21048260,0
Germany,1,3,4,9.12139E-05,77186968,0
Germany,1,3,4,2.48733E-05,21048260,0
Germany,1,2,2,1.95589E-05,16551090,0
Germany,2,4,4,0.000230566,195109696,1
Germany,2,2,5,5.74303E-05,48598588,1
Germany,2,4,4,0.000400039,338520960,1
Germany,1,1,2,2.02057E-05,17098494,0
Germany,2,1,1,1.65294E-05,13987475,1
Germany,1,1,4,7.71009E-05,65244304,0
Germany,1,3,3,9.34E-06,7903708,0
Germany,1,1,4,8.20E-06,6939762.5,0
Germany,1,2,3,3.71693E-05,31453412,0
Germany,2,3,5,1.48782E-05,12590218,1
Germany,1,5,3,7.64E-06,6468162,0
Germany,1,3,3,3.90872E-05,33076374,0
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,1,1,3,9.34E-06,7903708,0
Germany,1,3,1,8.66938E-05,73361952,0
Germany,1,2,3,4.19371E-05,35488008,0
Germany,1,5,5,8.66938E-05,73361952,0
Germany,2,3,2,8.19998E-05,69389832,1
Germany,2,4,1,1.48782E-05,12590218,1
Germany,2,5,3,1.48782E-05,12590218,1
Germany,2,4,4,7.85E-06,6640608,1
Germany,2,4,2,1.65294E-05,13987475,1
Germany,2,3,3,3.81603E-05,32291982,1
Germany,1,2,4,2.59278E-05,21940608,0
Germany,2,5,3,3.97336E-05,33623356,1
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,2,3,3,9.22E-06,7804047.5,1
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,2,2,5,5.72011E-05,48404708,1
Germany,1,5,3,7.71009E-05,65244304,0
Germany,2,2,3,9.22E-06,7804047.5,1
Germany,2,5,3,9.87574E-05,83570432,1
Germany,1,2,4,2.02057E-05,17098494,0
Germany,1,2,3,9.34E-06,7903708,0
Germany,1,2,4,2.48733E-05,21048260,0
Germany,2,2,3,7.85E-06,6640608,1
Germany,2,5,1,0.002332517,1973820928,1
Germany,2,3,3,0.000401114,339430528,1
Germany,1,3,4,7.71009E-05,65244304,0
Germany,1,2,4,0.00019101,161636608,0
Germany,1,4,4,7.64E-06,6468162,0
Germany,1,4,2,3.29944E-05,27920506,0
Germany,2,3,3,9.72536E-05,82297832,1
Germany,2,5,1,9.22E-06,7804047.5,1
Germany,1,4,3,4.77623E-05,40417352,0
Germany,2,3,2,7.10E-06,6012257,1
Germany,1,2,3,3.98794E-05,33746712,0
Germany,2,1,2,1.99995E-05,16923944,1
Germany,1,3,2,4.3123E-05,36491492,0
Germany,2,3,4,0.00139805,1183056896,1
Germany,1,1,2,0.000353324,298989568,0
Germany,2,3,2,1.99995E-05,16923944,1
Germany,1,4,2,8.67383E-05,73399624,0
Germany,2,2,2,9.72536E-05,82297832,1
Germany,2,2,3,0.000114775,97124960,1
Germany,2,3,3,1.99995E-05,16923944,1
Germany,2,2,2,0.000492694,416926752,1
Germany,1,3,3,9.34E-06,7903708,0
Germany,1,2,3,4.77623E-05,40417352,0
Germany,2,2,3,0.00022933,194063472,1
Germany,2,5,5,4.4846E-05,37949564,1
Germany,1,4,3,0.001076623,911059072,0
Germany,2,2,3,7.85E-06,6640608,1
Germany,1,3,3,9.34E-06,7903708,0
Germany,1,3,3,8.20E-06,6939762.5,0
Germany,3,4,2,0.000421541,356716064,
Germany,2,3,2,1.93122E-05,16342392,1
Germany,1,1,4,0.000190074,160843968,0
Germany,1,2,1,0.000127195,107634920,0
Germany,2,3,3,4.50878E-05,38154156,1
Germany,2,3,4,9.22E-06,7804047.5,1
Germany,1,3,2,9.34E-06,7903708,0
Germany,1,3,3,8.78202E-05,74315152,0
Germany,2,4,4,1.48782E-05,12590218,1
Germany,2,2,5,9.58171E-05,81082240,1
Germany,1,4,1,2.18617E-05,18499796,0
Germany,2,5,3,9.22E-06,7804047.5,1
Germany,2,4,3,1.72253E-05,14576420,1
Germany,2,4,4,4.20639E-05,35595256,1
Germany,2,1,4,7.08264E-05,59934688,1
Germany,1,4,4,3.90872E-05,33076374,0
Germany,1,4,2,0.00047613,402910528,0
Germany,2,3,3,8.80856E-05,74539736,1
Germany,2,2,1,5.72011E-05,48404708,1
Germany,2,2,4,7.85E-06,6640608,1
Germany,2,4,4,9.87574E-05,83570432,1
Germany,2,3,5,0.000544086,460416128,1
Germany,2,3,1,1.72253E-05,14576420,1
Germany,2,3,4,1.93122E-05,16342392,1
Germany,2,2,3,3.4614E-05,29291058,1
Germany,1,4,1,1.78371E-05,15094091,0
Germany,1,4,3,7.71009E-05,65244304,0
Germany,2,2,3,9.87574E-05,83570432,1
Germany,2,1,4,2.03208E-05,17195846,1
Germany,1,3,4,2.02057E-05,17098494,0
Germany,1,3,2,8.20E-06,6939762.5,0
Germany,1,4,4,9.34E-06,7903708,0
Germany,1,3,3,8.70E-06,7359192.5,0
Germany,1,2,3,4.19371E-05,35488008,0
Germany,1,3,4,8.70E-06,7359192.5,0
Germany,1,2,5,1.60064E-05,13544927,0
Germany,1,3,2,9.34E-06,7903708,0
Germany,1,2,2,8.70E-06,7359192.5,0
Germany,1,2,4,0.000424283,359036096,0
Germany,2,1,1,2.24446E-05,18993014,1
Germany,1,3,4,9.34E-06,7903708,0
Germany,2,1,3,9.22E-06,7804047.5,1
Germany,1,3,4,1.50773E-05,12758676,0
Germany,1,2,2,2.59278E-05,21940608,0
Germany,2,4,4,1.48782E-05,12590218,1
Germany,2,4,4,2.35265E-05,19908620,1
Germany,1,4,4,5.33447E-05,45141300,0
Germany,1,4,4,8.18523E-05,69264968,0
Germany,2,1,1,7.10E-06,6012257,1
Germany,2,2,3,4.01293E-05,33958216,1
Germany,2,1,2,7.85E-06,6640608,1
Germany,2,3,3,0.000233983,198000832,1
Germany,1,4,4,8.70E-06,7359192.5,0
Germany,2,2,3,0.000102272,86544320,1
Germany,2,4,3,1.65294E-05,13987475,1
Germany,2,4,4,0.000214166,181231744,1
Germany,2,1,3,0.000102272,86544320,1
Germany,1,1,3,9.34E-06,7903708,0
Germany,2,3,4,0.000842625,713045184,1
Germany,1,2,5,9.34E-06,7903708,0
Germany,1,1,4,1.60064E-05,13544927,0
Germany,1,2,3,9.31279E-05,78806656,0
Germany,2,2,3,7.10E-06,6012257,1
Germany,2,1,3,2.74249E-05,23207476,1
Germany,1,4,1,4.44718E-05,37632856,0
Germany,2,4,2,1.99995E-05,16923944,1
Germany,1,1,2,9.31279E-05,78806656,0
Germany,1,4,4,1.71734E-05,14532500,0
Germany,2,2,2,2.35265E-05,19908620,1
Germany,1,1,1,8.70E-06,7359192.5,0
Germany,2,3,3,1.93122E-05,16342392,1
Germany,2,3,2,3.63322E-05,30745002,1
Germany,1,3,4,8.18523E-05,69264968,0
Germany,1,3,3,0.000220519,186607312,0
Germany,3,1,1,8.24333E-05,69756664,
Germany,2,2,3,3.4614E-05,29291058,1
Germany,1,1,5,1.60064E-05,13544927,0
Germany,1,3,3,1.78371E-05,15094091,0
Germany,2,3,4,8.23E-06,6960735,1
Germany,2,2,4,0.001019521,862738688,1
Germany,1,4,4,7.64E-06,6468162,0
Germany,2,4,5,0.000292511,247528144,1
Germany,2,5,5,8.23E-06,6960735,1
Germany,2,2,3,8.23E-06,6960735,1
Germany,2,3,3,7.85E-06,6640608,1
Germany,2,3,4,3.99999E-05,33848700,1
Germany,2,3,3,7.85E-06,6640608,1
Germany,2,5,3,0.000133362,112853432,1
Germany,1,1,4,0.000502457,425188736,0
Germany,1,2,1,7.64E-06,6468162,0
Germany,1,4,3,0.000353324,298989568,0
Germany,2,4,2,9.22E-06,7804047.5,1
Germany,2,2,3,3.45495E-05,29236434,1
Germany,1,4,1,9.31279E-05,78806656,0
Germany,1,4,2,2.59278E-05,21940608,0
Germany,1,2,2,2.48733E-05,21048260,0
Germany,1,4,2,3.71693E-05,31453412,0
Germany,1,2,2,2.59278E-05,21940608,0
Germany,2,3,1,9.22E-06,7804047.5,1
Germany,2,3,3,1.64331E-05,13906043,1
Germany,2,5,4,7.85E-06,6640608,1
Germany,2,3,3,4.50878E-05,38154156,1
Germany,1,1,1,3.29944E-05,27920506,0
Germany,2,3,5,4.716E-05,39907720,1
